brand,total_visits,record_count,unique_stores,mean_daily_visits,earliest_date,latest_date,data_type
QVC Outlet,182339,1827,1,99.8,2020-01-01,2024-12-31,derived
Raceway Car Wash,182163,4752,6,38.33,2020-01-01,2024-12-31,derived
Rally Niagara BadMinton & Pickleball,181647,1827,1,99.42,2020-01-01,2024-12-31,derived
EQ3,181637,1492,1,121.74,2020-01-01,2024-01-31,derived
UniBank,180200,1827,1,98.63,2020-01-01,2024-12-31,derived
Point S Tire & Auto Service,179985,3743,3,48.09,2020-01-01,2024-12-31,derived
Luxe Hotels,179848,2071,2,86.84,2020-01-01,2024-12-31,derived
PanIQ Escape Room,179058,2801,2,63.93,2020-01-01,2024-12-31,derived
LyondellBasell Industries N.V.,178999,1827,1,97.97,2020-01-01,2024-12-31,derived
Staffmark,178865,24724,17,7.23,2020-01-01,2024-12-31,derived
Indique Virgin Hair Extensions,178550,1827,1,97.73,2020-01-01,2024-12-31,derived
Rodd & Gunn,178054,3593,2,49.56,2020-01-01,2024-12-31,derived
Caspers Hot Dogs,177312,1827,1,97.05,2020-01-01,2024-12-31,derived
Crown Wine & Spirits,177215,3654,2,48.5,2020-01-01,2024-12-31,derived
BMC (Building Materials and Construction Services),176073,6612,16,26.63,2020-01-01,2022-02-28,derived
Lucky Strike Entertainment,175821,3654,2,48.12,2020-01-01,2024-12-31,derived
Grand Hyatt,175772,1827,1,96.21,2020-01-01,2024-12-31,derived
Babes Chicken,175616,1827,1,96.12,2020-01-01,2024-12-31,derived
Crane Worldwide Logistics,174988,3928,3,44.55,2020-01-01,2024-12-31,derived
Wegmans Distribution,174817,1827,1,95.69,2020-01-01,2024-12-31,derived
Liquivida Lounge,174504,7308,4,23.88,2020-01-01,2024-12-31,derived
Na Hoku,172582,2313,2,74.61,2020-01-01,2024-12-31,derived
Ramona Tire & Service Center,171718,3654,2,46.99,2020-01-01,2024-12-31,derived
Papa Razzi,169569,1277,1,132.79,2020-01-01,2023-06-30,derived
Harry Winston,169274,1827,1,92.65,2020-01-01,2024-12-31,derived
Elmer's Restaurants,168937,790,1,213.84,2020-01-01,2022-02-28,derived
Corning Inc,168431,14616,8,11.52,2020-01-01,2024-12-31,derived
Honest 1 Auto Care,168261,3654,2,46.05,2020-01-01,2024-12-31,derived
Porsche,167760,13034,8,12.87,2020-01-01,2024-12-31,derived
US Foods Distribution,167656,9685,7,17.31,2020-01-01,2024-12-31,derived
Freshpet,167405,1827,1,91.63,2020-01-01,2024-12-31,derived
Super Chix,166996,487,2,342.91,2022-11-01,2024-12-31,derived
Best One Tire & Service,166994,1827,1,91.4,2020-01-01,2024-12-31,derived
Lemon Shark Poke,166628,1827,1,91.2,2020-01-01,2024-12-31,derived
TaMolly's Mexican Kitchen,166442,1308,1,127.25,2020-01-01,2023-07-31,derived
Graduate Hotels,166348,2102,2,79.14,2020-01-01,2024-12-31,derived
Old Dominion Freight Line,166286,21924,12,7.58,2020-01-01,2024-12-31,derived
Carlton-Bates (CBC),165839,4354,3,38.09,2020-01-01,2024-12-31,derived
Dr G's Weight Loss,165698,5175,3,32.02,2020-01-01,2024-12-31,derived
Commercial Tire,165539,1827,1,90.61,2020-01-01,2024-12-31,derived
Paul Martin's American Grill,165502,1827,1,90.59,2020-01-01,2024-12-31,derived
Nails Plus,165440,1827,1,90.55,2020-01-01,2024-12-31,derived
Equipment Share,164976,18426,18,8.95,2020-01-01,2024-12-31,derived
Recology,164960,16443,9,10.03,2020-01-01,2024-12-31,derived
J.D. Byrider,164815,8250,6,19.98,2020-01-01,2024-12-31,derived
QC Supply,164571,1827,1,90.08,2020-01-01,2024-12-31,derived
American Mattress,164417,1189,2,138.28,2022-10-01,2024-12-31,derived
A Storage Place,164116,3654,2,44.91,2020-01-01,2024-12-31,derived
Nexair,163756,3654,2,44.82,2020-01-01,2024-12-31,derived
Salt Creek Grille,163330,731,1,223.43,2020-01-01,2021-12-31,derived
Boeing Distribution,162945,3654,2,44.59,2020-01-01,2024-12-31,derived
Kontane Logistics,162100,1827,1,88.72,2020-01-01,2024-12-31,derived
Swerve Fitness,162004,976,1,165.99,2022-05-01,2024-12-31,derived
Pie Zoni's,161632,945,1,171.04,2022-06-01,2024-12-31,derived
Taste,161440,639,1,252.64,2020-01-01,2021-09-30,derived
Wing it On!,161156,762,1,211.49,2022-12-01,2024-12-31,derived
Labor Finders,161107,21801,13,7.39,2020-01-01,2024-12-31,derived
Peoples Bank and Trust Kansas,160559,2650,2,60.59,2020-01-01,2024-12-31,derived
Bucky's Convenience Stores,160551,972,2,165.18,2020-01-01,2021-04-30,derived
Katsuya Restaurant,160292,1827,1,87.74,2020-01-01,2024-12-31,derived
Atlantic Wireless,159021,5695,4,27.92,2020-01-01,2024-12-31,derived
Obicá,158331,1827,1,86.66,2020-01-01,2024-12-31,derived
Super Star Car Wash,156775,5307,9,29.54,2022-10-01,2024-12-31,derived
Peerless Tires 4 Less,155942,5481,3,28.45,2020-01-01,2024-12-31,derived
Mulberry,155605,1796,1,86.64,2020-01-01,2024-11-30,derived
Cash1,155461,5664,6,27.45,2020-01-01,2024-12-31,derived
IWC Schaffhausen,154657,1583,2,97.7,2020-01-01,2024-12-31,derived
Carefree Boat Club,154579,15135,11,10.21,2020-01-01,2024-12-31,derived
Bull Chicks,154392,1521,2,101.51,2020-01-01,2022-06-30,derived
Camille's Sidewalk Café,154094,670,2,229.99,2020-01-01,2020-11-30,derived
Grotto Ristorante,153765,1216,1,126.45,2020-01-01,2023-04-30,derived
Oil & Vinegar,153294,5481,3,27.97,2020-01-01,2024-12-31,derived
Pour Boy Oil,153100,1827,1,83.8,2020-01-01,2024-12-31,derived
Ris Roofing & Insulation Supply,152678,5481,3,27.86,2020-01-01,2024-12-31,derived
Postal Connections,152644,5481,3,27.85,2020-01-01,2024-12-31,derived
Florida Tile,152366,1827,1,83.4,2020-01-01,2024-12-31,derived
Rituals Cosmetics,151614,4410,5,34.38,2020-01-01,2022-11-30,derived
Savills,151374,5481,3,27.62,2020-01-01,2024-12-31,derived
Urban Zen,151373,1827,1,82.85,2020-01-01,2024-12-31,derived
Crye-Leike,151291,6577,4,23.0,2020-01-01,2024-12-31,derived
Breadsmith,151081,3654,2,41.35,2020-01-01,2024-12-31,derived
A Suite Salon,151054,3654,2,41.34,2020-01-01,2024-12-31,derived
EMC Seafood and Raw Bar,151025,517,1,292.12,2020-01-01,2021-05-31,derived
GMC (General Motors Company),150840,5481,3,27.52,2020-01-01,2024-12-31,derived
Pickleman's,150740,703,2,214.42,2020-01-01,2024-12-31,derived
Healthfirst,150060,6426,5,23.35,2020-01-01,2024-12-31,derived
Stoneside Blinds & Shades,149869,14616,8,10.25,2020-01-01,2024-12-31,derived
Axiom Bank,149794,2618,4,57.22,2020-01-01,2022-02-28,derived
Rio Grande Mexican Restaurant,149756,1827,1,81.97,2020-01-01,2024-12-31,derived
Nick's Restaurants,148597,1827,1,81.33,2020-01-01,2024-12-31,derived
Alabama Farmers Cooperative,148142,1827,1,81.08,2020-01-01,2024-12-31,derived
Scandinavian Designs,147854,4204,3,35.17,2020-01-01,2024-12-31,derived
illy Caffè,147456,1216,1,121.26,2020-01-01,2023-04-30,derived
Spherion Staffing Services,147201,17633,12,8.35,2020-01-01,2024-12-31,derived
Centennial BANK,146667,1815,15,80.81,2020-01-01,2020-04-30,derived
Barking Hound Village,146507,1827,1,80.19,2020-01-01,2024-12-31,derived
Discover Vision,146259,4112,3,35.57,2020-01-01,2024-12-31,derived
Pacific Sales,146191,3654,2,40.01,2020-01-01,2024-12-31,derived
Dry Goods,145653,1706,2,85.38,2021-04-01,2024-12-31,derived
Massage Green,145477,6972,5,20.87,2020-01-01,2024-12-31,derived
Huntington National Bank ATM,145111,1827,1,79.43,2020-01-01,2024-12-31,derived
Familia Dental,144983,3654,2,39.68,2020-01-01,2024-12-31,derived
Northern Lights Pizza Company,144572,1827,1,79.13,2020-01-01,2024-12-31,derived
Fademasters,143765,3654,2,39.34,2020-01-01,2024-12-31,derived
Terrible Herbst,143584,1827,1,78.59,2020-01-01,2024-12-31,derived
PIP Printing and Marketing,143227,10962,6,13.07,2020-01-01,2024-12-31,derived
MarineMax,142358,12333,9,11.54,2020-01-01,2024-12-31,derived
Beatnic,142251,1308,1,108.75,2020-01-01,2023-07-31,derived
Agricultural Bank of China,142238,1827,1,77.85,2020-01-01,2024-12-31,derived
Heights Finance,142234,8743,11,16.27,2020-01-01,2024-12-31,derived
Storage West,142183,5600,8,25.39,2020-01-01,2021-11-30,derived
El Gringo,141015,670,1,210.47,2020-01-01,2021-10-31,derived
Seaside Bank and Trust,140238,3922,4,35.76,2020-01-01,2023-06-30,derived
"Alex Brown, a Division of Raymond James",140124,3654,2,38.35,2020-01-01,2024-12-31,derived
LBBW,139661,1827,1,76.44,2020-01-01,2024-12-31,derived
Citizens Trust Bank,139616,3654,2,38.21,2020-01-01,2024-12-31,derived
LASIK MD,138591,1827,1,75.86,2020-01-01,2024-12-31,derived
Aerotek,138580,20037,14,6.92,2020-01-01,2024-12-31,derived
Pretty Kitty,138283,2070,2,66.8,2020-01-01,2024-12-31,derived
Morgenthal Frederics,137428,3623,2,37.93,2020-01-01,2024-12-31,derived
Chapter Aesthetic Studio,137081,3654,2,37.52,2020-01-01,2024-12-31,derived
Roofline Supply & Delivery,136956,7400,7,18.51,2020-01-01,2024-12-31,derived
VIP Tires & Service,136804,3960,4,34.55,2020-01-01,2024-12-31,derived
TransGroup Global Logistics,135738,3654,2,37.15,2020-01-01,2024-12-31,derived
AutoNation,135422,2162,2,62.64,2020-01-01,2024-12-31,derived
Bensi Ristorante,135399,790,1,171.39,2020-01-01,2022-02-28,derived
SLS,134508,1552,1,86.67,2020-01-01,2024-03-31,derived
FFO Home,134305,790,4,170.01,2020-01-01,2020-11-30,derived
Precision Door Service,133957,18270,10,7.33,2020-01-01,2024-12-31,derived
Kelly Services,133854,19638,13,6.82,2020-01-01,2024-12-31,derived
McCraw Oil,133725,5481,3,24.4,2020-01-01,2024-12-31,derived
J. B. Hunt Distribution,133403,10962,6,12.17,2020-01-01,2024-12-31,derived
Wheel Works,132861,9135,5,14.54,2020-01-01,2024-12-31,derived
Coast Hotel,132233,1827,1,72.38,2020-01-01,2024-12-31,derived
Baked by Melissa,132018,3805,3,34.7,2020-01-01,2024-12-31,derived
AGCO Manufacturing & Distribution,131745,3654,2,36.06,2020-01-01,2024-12-31,derived
SYGMA,131731,5481,3,24.03,2020-01-01,2024-12-31,derived
Continental Credit,131586,4293,3,30.65,2020-01-01,2024-12-31,derived
Dodge's Southern Style,131516,1827,1,71.98,2020-01-01,2024-12-31,derived
BankFive,130761,2102,2,62.21,2020-01-01,2024-12-31,derived
Parcel Plus,130571,3654,2,35.73,2020-01-01,2024-12-31,derived
Sandri,130207,1952,2,66.7,2022-05-01,2024-12-31,derived
IV Nutrition,130128,5481,3,23.74,2020-01-01,2024-12-31,derived
The Luxury Collection,129990,1827,1,71.15,2020-01-01,2024-12-31,derived
Healthtrax Fitness & Wellness,129803,550,1,236.01,2023-07-01,2024-12-31,derived
Sonic Automotive,129803,1827,1,71.05,2020-01-01,2024-12-31,derived
Seaonus,129228,4446,3,29.07,2020-01-01,2024-12-31,derived
Boston Consulting Group,129096,5481,3,23.55,2020-01-01,2024-12-31,derived
Mack Trucks,128865,2313,2,55.71,2020-01-01,2024-12-31,derived
Copeland's,128327,1247,1,102.91,2020-01-01,2023-05-31,derived
Paul Stuart,127944,1827,1,70.03,2020-01-01,2024-12-31,derived
ODW Logistics,127803,1705,1,74.96,2020-01-01,2024-08-31,derived
Vanilla Sky,127562,1827,1,69.82,2020-01-01,2024-12-31,derived
Loro Piana,127299,7308,4,17.42,2020-01-01,2024-12-31,derived
La Perla,127251,1400,1,90.89,2020-01-01,2023-10-31,derived
Hermès,126517,5756,4,21.98,2020-01-01,2024-12-31,derived
Hitachi Transport System,126384,3654,2,34.59,2020-01-01,2024-12-31,derived
Feel Rite Fresh Market,124775,1827,1,68.3,2020-01-01,2024-12-31,derived
Woolrich,124626,1277,1,97.59,2020-01-01,2023-06-30,derived
Rimowa,124011,3654,2,33.94,2020-01-01,2024-12-31,derived
Star Furniture,123973,1827,1,67.86,2020-01-01,2024-12-31,derived
T2 Tea,123537,1127,1,109.62,2020-01-01,2023-01-31,derived
Mango Tours,123249,3654,2,33.73,2020-01-01,2024-12-31,derived
Cottman Transmission and Total Auto Care,122828,4988,4,24.62,2020-01-01,2023-05-31,derived
Check Cashing USA,122688,6850,4,17.91,2020-01-01,2024-12-31,derived
Monster Self Storage,122546,1858,2,65.96,2020-01-01,2024-12-31,derived
Pan Pacific,121360,1674,1,72.5,2020-01-01,2024-07-31,derived
DeVore & Johnson,121325,1308,1,92.76,2020-01-01,2023-07-31,derived
PFSweb,121257,2192,2,55.32,2020-01-01,2024-12-31,derived
Big Dan's Car Wash,121187,4326,4,28.01,2020-01-01,2024-12-31,derived
Eye Care for Animals,120810,10384,7,11.63,2020-01-01,2024-12-31,derived
Northern Bank,120704,1827,1,66.07,2020-01-01,2024-12-31,derived
The Art of Shaving,120623,1430,1,84.35,2020-01-01,2023-11-30,derived
Carroll Independent Fuel,120471,1827,1,65.94,2020-01-01,2024-12-31,derived
Jim N Nick's,120289,1647,4,73.04,2023-02-01,2024-12-31,derived
Cartier,120199,5481,3,21.93,2020-01-01,2024-12-31,derived
Joyalukkas,119882,1430,1,83.83,2020-01-01,2023-11-30,derived
Starlight Cinemas,119666,550,1,217.57,2023-07-01,2024-12-31,derived
Dr. Mark Lynn & Associates,119310,4046,7,29.49,2020-01-01,2021-07-31,derived
Marazzi,119026,14616,8,8.14,2020-01-01,2024-12-31,derived
FIT20,118671,1827,1,64.95,2020-01-01,2024-12-31,derived
Four n 20,118640,152,1,780.53,2020-01-01,2020-05-31,derived
Keyes Real Estate,118589,12364,9,9.59,2020-01-01,2024-12-31,derived
Bath Fitter,118529,13339,8,8.89,2020-01-01,2024-12-31,derived
ESCADA,117917,1462,2,80.65,2020-01-01,2021-12-31,derived
Penhaligon's,115978,427,2,271.61,2023-03-01,2024-12-31,derived
Crescent Electric Supply,115048,3593,2,32.02,2020-01-01,2024-12-31,derived
The Kooples,114806,1400,1,82.0,2020-01-01,2023-10-31,derived
Facelogic Spa,114389,3654,2,31.31,2020-01-01,2024-12-31,derived
Tasco Auto Color,114321,4020,3,28.44,2020-01-01,2024-12-31,derived
ServisFirst Bank,114227,1006,1,113.55,2022-04-01,2024-12-31,derived
Wing Lung Bank,113257,1827,1,61.99,2020-01-01,2024-12-31,derived
Domestic Uniform,113203,1827,1,61.96,2020-01-01,2024-12-31,derived
McCarthy Tire,113194,10204,8,11.09,2020-01-01,2024-12-31,derived
Europcar,112923,5481,3,20.6,2020-01-01,2024-12-31,derived
Kane Is Able Inc.,112598,1642,2,68.57,2020-01-01,2022-03-31,derived
Bow Tie Cinemas,112496,335,1,335.81,2024-02-01,2024-12-31,derived
Quaker Chemical Corporation,112471,1827,1,61.56,2020-01-01,2024-12-31,derived
Budget Suites,112376,1827,1,61.51,2020-01-01,2024-12-31,derived
Malin & Goetz,111886,3654,2,30.62,2020-01-01,2024-12-31,derived
Yabo's Tacos,111737,153,1,730.31,2024-08-01,2024-12-31,derived
Flywheel,111382,976,4,114.12,2020-01-01,2020-08-31,derived
Transplace Inc.,111307,3470,5,32.08,2020-01-01,2022-02-28,derived
Abel's Qwik Stop,111148,1917,3,57.98,2020-01-01,2021-09-30,derived
The Frullati Cafe and Bakery,110302,1855,2,59.46,2020-01-01,2024-12-31,derived
Heritage Bank of Commerce,110286,1827,1,60.36,2020-01-01,2024-12-31,derived
Galvanize,110259,3501,3,31.49,2020-01-01,2024-12-31,derived
Cubavera,109928,1827,1,60.17,2020-01-01,2024-12-31,derived
Farrell’s eXtreme Bodyshaping,109707,1065,1,103.01,2020-01-01,2022-11-30,derived
Burger Village,109447,700,1,156.35,2023-02-01,2024-12-31,derived
ETRO,108875,1614,2,67.46,2020-01-01,2024-12-31,derived
Wag N' Wash Natural Food & Bakery,108733,2074,3,52.43,2021-08-01,2024-12-31,derived
Country Store,107734,1827,1,58.97,2020-01-01,2024-12-31,derived
Eye Care Associates of Kentucky,107672,4263,7,25.26,2020-01-01,2021-08-31,derived
Hotel RL,107631,1611,2,66.81,2020-01-01,2022-03-31,derived
Kids and Company,107359,7308,4,14.69,2020-01-01,2024-12-31,derived
Sherwin-Williams Industrial Wood,106847,12789,7,8.35,2020-01-01,2024-12-31,derived
Old Country Buffet,106375,732,2,145.32,2020-01-01,2020-12-31,derived
Aqua Living Factory Outlets,106355,6305,7,16.87,2020-01-01,2024-12-31,derived
Dead River Company,105995,2528,2,41.93,2020-01-01,2024-12-31,derived
beem Light Sauna,105922,672,2,157.62,2023-12-01,2024-12-31,derived
Claro's,105601,3654,2,28.9,2020-01-01,2024-12-31,derived
Newport Dental,105053,5481,3,19.17,2020-01-01,2024-12-31,derived
The EyeDoctors Optometrists,104731,5481,3,19.11,2020-01-01,2024-12-31,derived
Moto Guzzi,104227,3654,2,28.52,2020-01-01,2024-12-31,derived
Lorna Jane,104104,1278,2,81.46,2020-01-01,2021-09-30,derived
Dentistry For Children,103169,7308,4,14.12,2020-01-01,2024-12-31,derived
Quick N Clean Car Wash,103164,1827,1,56.47,2020-01-01,2024-12-31,derived
Taunton Federal Credit Union,103126,5481,3,18.82,2020-01-01,2024-12-31,derived
Clear Choice,102959,6031,4,17.07,2020-01-01,2024-12-31,derived
LOLË,102934,425,1,242.2,2020-01-01,2021-02-28,derived
Illustrated Properties,102756,6518,4,15.76,2020-01-01,2024-12-31,derived
British Beer Company,102634,851,1,120.6,2020-01-01,2022-04-30,derived
Ryan's,102315,732,2,139.77,2020-01-01,2020-12-31,derived
De Beers Jewelry,102025,1827,1,55.84,2020-01-01,2024-12-31,derived
Foxworth-Galbraith Lumber Company,101970,10962,6,9.3,2020-01-01,2024-12-31,derived
Morton Building,100890,8649,5,11.66,2020-01-01,2024-12-31,derived
Clare V.,100758,5481,3,18.38,2020-01-01,2024-12-31,derived
Wintrust Community Banks,100647,1827,1,55.09,2020-01-01,2024-12-31,derived
ByWhoops,100067,1827,1,54.77,2020-01-01,2024-12-31,derived
October's Very Own,99680,1827,1,54.56,2020-01-01,2024-12-31,derived
Pioneer Bank Texas,99350,1702,2,58.37,2020-01-01,2022-04-30,derived
Peoples National Bank,99055,1096,1,90.38,2022-01-01,2024-12-31,derived
Brow Studio 7,97822,1827,1,53.54,2020-01-01,2024-12-31,derived
Bishops Cuts Color,97777,2862,2,34.16,2020-01-01,2024-12-31,derived
BK Pilates,97691,1583,2,61.71,2020-01-01,2023-01-31,derived
Mighty Pilates,97599,397,1,245.84,2023-12-01,2024-12-31,derived
Best Friends Pet Care,97518,5481,3,17.79,2020-01-01,2024-12-31,derived
California Sun,97348,3654,2,26.64,2020-01-01,2024-12-31,derived
At The Beach,97156,3196,3,30.4,2020-01-01,2022-12-31,derived
Dollar Tree Distribution,96799,2315,2,41.81,2020-01-01,2024-12-31,derived
Bulgari (Bvlgari),96631,3654,2,26.45,2020-01-01,2024-12-31,derived
Barre Bohemian,96233,274,1,351.22,2020-01-01,2020-09-30,derived
ABF Freight System,95988,3654,2,26.27,2020-01-01,2024-12-31,derived
Alta Convenience,95876,1827,1,52.48,2020-01-01,2024-12-31,derived
Crate and Barrel Warehouse & Distribution,95852,3654,2,26.23,2020-01-01,2024-12-31,derived
Uno de 50,95759,1827,1,52.41,2020-01-01,2024-12-31,derived
RBC Capital Markets,95755,7705,5,12.43,2020-01-01,2024-12-31,derived
DaBella,95716,3321,5,28.82,2020-01-01,2024-12-31,derived
PMZ Real Estate,95707,8251,5,11.6,2020-01-01,2024-12-31,derived
AmeriCash Loans,94621,3654,2,25.9,2020-01-01,2024-12-31,derived
CVS Optical,94023,943,1,99.71,2020-01-01,2022-07-31,derived
Waterworks,93999,9135,5,10.29,2020-01-01,2024-12-31,derived
CityVet,93932,5911,7,15.89,2020-01-01,2024-12-31,derived
Hanna Andersson,93589,1340,4,69.84,2020-01-01,2020-11-30,derived
Barre Soul,93403,821,1,113.77,2020-01-01,2022-03-31,derived
Florida Pest Control,92850,9135,5,10.16,2020-01-01,2024-12-31,derived
Fitness Unlimited,92814,670,1,138.53,2020-01-01,2021-10-31,derived
Fish Grill,92554,1127,1,82.12,2020-01-01,2023-01-31,derived
Banque Nationale,92494,1827,1,50.63,2020-01-01,2024-12-31,derived
Gym Source,92398,670,1,137.91,2020-01-01,2021-10-31,derived
Shanghai Commercial Bank,92326,1827,1,50.53,2020-01-01,2024-12-31,derived
SRS Building Products,91980,10446,9,8.81,2020-01-01,2024-12-31,derived
Around the Clock Fitness,91593,1005,2,91.14,2020-01-01,2024-10-31,derived
Rent One,91212,10199,7,8.94,2020-01-01,2024-12-31,derived
Chewy Vet Care,91092,1827,1,49.86,2020-01-01,2024-12-31,derived
Granite City Electric,91030,4691,3,19.41,2020-01-01,2024-12-31,derived
National Pool Tile,90893,3654,2,24.87,2020-01-01,2024-12-31,derived
JW Tumbles,90423,1827,1,49.49,2020-01-01,2024-12-31,derived
COIT,90327,11389,7,7.93,2020-01-01,2024-12-31,derived
Andale Mexican Family Kitchen,90291,91,1,992.21,2020-01-01,2020-03-31,derived
A Pea in the Pod,90118,790,1,114.07,2020-01-01,2022-02-28,derived
Pacific Power Batteries,89694,2923,2,30.69,2020-01-01,2024-12-31,derived
Byredo,89432,1250,2,71.55,2022-10-01,2024-12-31,derived
Car Wash USA Express,88991,1521,1,58.51,2020-01-01,2024-02-29,derived
Burke Williams Spa,88972,1827,1,48.7,2020-01-01,2024-12-31,derived
Sam Edelman,88900,486,1,182.92,2020-01-01,2021-04-30,derived
Stuart Weitzman,88766,1826,4,48.61,2020-01-01,2024-12-31,derived
American Car Center,88303,5775,5,15.29,2020-01-01,2023-02-28,derived
Great Western Bank,88292,851,1,103.75,2020-01-01,2022-04-30,derived
Amware Fulfillment,88026,1827,1,48.18,2020-01-01,2024-12-31,derived
Bonulu,87601,366,1,239.35,2020-01-01,2020-12-31,derived
Zerorez,87210,6428,5,13.57,2020-01-01,2024-12-31,derived
Collision Works,86958,1641,3,52.99,2020-01-01,2021-06-30,derived
H&E Equipment Services,86856,11999,7,7.24,2020-01-01,2024-12-31,derived
Miraval Resorts,86772,274,1,316.69,2020-01-01,2020-09-30,derived
Tag Heuer,86542,1189,2,72.79,2023-01-01,2024-12-31,derived
Semper Laser,86433,3685,3,23.46,2020-01-01,2024-12-31,derived
Dyson,85659,1827,1,46.89,2020-01-01,2024-12-31,derived
Petro Home Services,85541,6030,4,14.19,2020-01-01,2024-12-31,derived
Bandier,85416,882,1,96.84,2020-01-01,2022-05-31,derived
Super Clean Car Wash,85320,3654,2,23.35,2020-01-01,2024-12-31,derived
Carvana Vending Machine,85025,6122,4,13.89,2020-01-01,2024-12-31,derived
Carpet Mart,84613,1827,1,46.31,2020-01-01,2024-12-31,derived
Arrow Truck Sales,84515,3532,2,23.93,2020-01-01,2024-12-31,derived
CWI Logistics,84261,3654,2,23.06,2020-01-01,2024-12-31,derived
